-117.807 -151.733 0
-115.745 -151.733 0
-113.683 -151.733 0
-111.621 -151.733 0
-109.559 -151.733 0
-107.497 -151.733 0
-105.435 -151.733 0
-103.373 -151.733 0
-101.311 -151.733 0
-99.249 -151.733 0
-97.187 -151.733 0
-95.125 -151.733 0
-93.063 -151.733 0
-91.001 -151.733 0
-88.939 -151.733 0
-86.877 -151.733 0
-84.815 -151.733 0
-82.753 -151.733 0
-80.691 -151.733 0
-78.629 -151.733 0
-76.567 -151.733 0
-74.505 -151.733 0
-72.443 -151.733 0
-70.381 -151.733 0
-68.319 -151.733 0
-66.257 -151.733 0
-64.195 -151.733 0
-62.133 -151.733 0
-60.071 -151.733 0
-58.009 -151.733 0
-55.947 -151.733 0
-53.885 -151.733 0
-51.823 -151.733 0
-49.761 -151.733 0
-47.699 -151.733 0
-45.637 -151.733 0
-43.575 -151.733 0
-41.513 -151.733 0
-39.451 -151.733 0
-37.389 -151.733 0
-35.327 -151.733 0
-33.265 -151.733 0
-31.203 -151.733 0
-29.141 -151.733 0
-27.079 -151.733 0
-25.017 -151.733 0
-22.955 -151.733 0
-20.893 -151.733 0
-18.831 -151.733 0
-16.769 -151.733 0
-14.707 -151.733 0
-12.645 -151.733 0
-10.583 -151.733 0
-8.521 -151.733 0
-6.459 -151.733 0
-4.397 -151.733 0
-2.335 -151.733 0
-0.273 -151.733 0
1.789 -151.733 0
3.851 -151.733 0
5.913 -151.733 0
7.975 -151.733 0
10.037 -151.733 0
12.099 -151.733 0
14.161 -151.733 0
16.223 -151.733 0
18.285 -151.733 0
20.347 -151.733 0
22.409 -151.733 0
24.471 -151.733 0
26.533 -151.733 0
28.595 -151.733 0
30.657 -151.733 0
32.719 -151.733 0
34.781 -151.733 0
36.843 -151.733 0
38.905 -151.733 0
40.967 -151.733 0
43.029 -151.733 0
45.091 -151.733 0
47.153 -151.733 0
49.215 -151.733 0
51.277 -151.733 0
53.339 -151.733 0
55.401 -151.733 0
57.463 -151.733 0
59.525 -151.733 0
61.587 -151.733 0
63.649 -151.733 0
65.711 -151.733 0
67.773 -151.733 0
69.835 -151.733 0
71.897 -151.733 0
73.959 -151.733 0
76.021 -151.733 0
78.083 -151.733 0
80.145 -151.733 0
82.207 -151.733 0
84.269 -151.733 0
86.331 -151.733 0
88.393 -151.733 0
90.455 -151.733 0
92.517 -151.733 0
94.579 -151.733 0
96.641 -151.733 0
98.703 -151.733 0
100.765 -151.733 0
102.827 -151.733 0
104.889 -151.733 0
106.951 -151.733 0
109.013 -151.733 0
111.075 -151.733 0
113.137 -151.733 0
115.199 -151.733 0
117.261 -151.733 0
119.323 -151.733 0
121.385 -151.733 0
123.447 -151.733 0
125.509 -151.733 0
127.571 -151.733 0
129.633 -151.733 0
131.695 -151.733 0
133.757 -151.733 0
135.819 -151.733 0
137.881 -151.733 0
139.943 -151.733 0
142.005 -151.733 0
144.067 -151.733 0
-117.807 -149.671 0
-115.745 -149.671 0
-113.683 -149.671 0
-111.621 -149.671 0
-109.559 -149.671 0
-107.497 -149.671 0
-105.435 -149.671 0
-103.373 -149.671 0
-101.311 -149.671 0
-99.249 -149.671 0
-97.187 -149.671 0
-95.125 -149.671 0
-93.063 -149.671 0
-91.001 -149.671 0
-88.939 -149.671 0
-86.877 -149.671 0
-84.815 -149.671 0
